   417,  9426,  8266,  4692,  1953,   613,    42,    24,     1,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
   183, 13414, 19954, 14646,  7544,  2738,   507,   145,    36,    10,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     3,  4178, 13408, 17863, 11358,  6264,  2861,   545,   139,    49,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     3,  1971,  8559, 13225, 12475,  8011,  4297,  1932,   362,    50,     4,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     1,   625,  5971,  8598,  9441,  7486,  4280,  2419,  1370,   260,    62,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,   151,  2454,  4746,  5956,  4732,  3377,  2370,  1528,   892,   234,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,    33,   684,  1920,  2354,  2452,  2277,  1271,  1459,   749,   432,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,     2,   158,   899,   983,  1319,  1093,  1028,   672,   423,   220,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,     0,    22,   212,   196,   394,   619,   365,   443,   366,   116,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,     0,     2,    55,    23,    77,   111,   250,   238,   216,   125,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,     0,     0,     0,     2,    24,    31,    43,   106,   145,    72,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
